domain,aspect,clean_sentence,predicted_sentiment,confidence,method
Nokia 6600,buttons,purchased 6600 first released middle east almost month europe reading brochures features really sound like true allinone functionality monster,positive,0.844,bert-based
Nokia 6600,performance,purchased 6600 first released middle east almost month europe reading brochures features really sound like true allinone functionality monster,positive,0.728,bert-based
Nokia 6600,phone,firmware upgrade irrelevant,neutral,0.702,bert-based
Nokia 6600,features,5 already girlfriend andor wife wont need bluetooth lol,neutral,0.389,bert-based
Nokia 6600,phone,5 already girlfriend andor wife wont need bluetooth lol,neutral,0.421,bert-based
Nokia 6600,phones,5 already girlfriend andor wife wont need bluetooth lol,neutral,0.449,bert-based
Nokia 6600,phone,bought phone months ago using since,neutral,0.511,bert-based
Nokia 6600,menu,bought phone months ago using since,negative,0.393,bert-based
Nokia 6600,video,bought phone months ago using since,positive,0.365,bert-based
Nokia 6600,camera,bought phone months ago using since,neutral,0.402,bert-based
Nokia 6600,band,bought phone months ago using since,neutral,0.45,bert-based
Nokia 6600,phone,bought phone months ago using since,neutral,0.511,bert-based
Nokia 6600,color tft display,bought phone months ago using since,neutral,0.469,bert-based
Nokia 6600,camera,bought phone months ago using since,neutral,0.402,bert-based
Nokia 6600,video,bought phone months ago using since,positive,0.365,bert-based
Nokia 6600,multimedia functions,bought phone months ago using since,neutral,0.431,bert-based
Nokia 6600,6600,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,positive,0.631,bert-based
Nokia 6600,keypad,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,positive,0.6,bert-based
Nokia 6600,screen,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,neutral,0.471,bert-based
Nokia 6600,rundown time,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,positive,0.479,bert-based
Nokia 6600,software,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,neutral,0.419,bert-based
Nokia 6600,mmc slot,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,positive,0.579,bert-based
Nokia 6600,design,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,neutral,0.486,bert-based
Nokia 6600,6600,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,positive,0.631,bert-based
Nokia 6600,multimedia,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,neutral,0.436,bert-based
Nokia 6600,picture,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,positive,0.459,bert-based
Nokia 6600,ringtone,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,positive,0.443,bert-based
Nokia 6600,rings,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,positive,0.474,bert-based
Nokia 6600,themes,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,neutral,0.456,bert-based
Nokia 6600,screen,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,neutral,0.471,bert-based
Nokia 6600,nokia,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,positive,0.53,bert-based
Nokia 6600,phones,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,neutral,0.452,bert-based
Nokia 6600,phone,market new business capable phone dont want deal stylus equipped pda like device p900 6600 probably suit fine,neutral,0.472,bert-based
Nokia 6600,phone,ive using phone 3 days admit seems doesnt seem like long also point ive using almost nonstop,neutral,0.487,bert-based
Nokia 6600,performance,ive using phone 3 days admit seems doesnt seem like long also point ive using almost nonstop,neutral,0.492,bert-based
Nokia 6600,phone,past three days ive turn phone twice rarely deal delay initially booting phone,negative,0.44,bert-based
Nokia 6600,phone,ive phone browsing net gprs connection sending text message,neutral,0.599,bert-based
Nokia 6600,interface,ive phone browsing net gprs connection sending text message,neutral,0.515,bert-based
Nokia 6600,6600,ive phone browsing net gprs connection sending text message,neutral,0.486,bert-based
Nokia 6600,features,short dont single negative thing say,positive,0.631,bert-based
Nokia 6600,interface,short dont single negative thing say,positive,0.544,bert-based
Nokia 6600,size,short dont single negative thing say,positive,0.564,bert-based
Nokia 6600,camera,short dont single negative thing say,positive,0.5,bert-based
Nokia 6600,internet connectivity,short dont single negative thing say,positive,0.512,bert-based
Nokia 6600,quality,short dont single negative thing say,positive,0.723,bert-based
Nokia 6600,phone,short dont single negative thing say,positive,0.559,bert-based
Nokia 6600,signal,bought phone phones lessthanconsistant reception,neutral,0.562,bert-based
Nokia 6600,connectivity,bought phone phones lessthanconsistant reception,neutral,0.872,bert-based
Nokia 6600,photos,bought phone phones lessthanconsistant reception,neutral,0.765,bert-based
Nokia 6600,performance,bought phone phones lessthanconsistant reception,neutral,0.843,bert-based
Nokia 6600,performance,bought phone phones lessthanconsistant reception,neutral,0.843,bert-based
Nokia 6600,movies,bought phone phones lessthanconsistant reception,neutral,0.65,bert-based
Nokia 6600,movies,bought phone phones lessthanconsistant reception,neutral,0.65,bert-based
Nokia 6600,feature,function cant film anything longer e seconds,negative,0.516,bert-based
Nokia 6600,navigatee,function cant film anything longer e seconds,negative,0.558,bert-based
Nokia 6600,screen,must need get flight times connect reservations etc,negative,0.462,bert-based
Nokia 6600,calls,must need get flight times connect reservations etc,neutral,0.456,bert-based
Nokia 6600,screen,must need get flight times connect reservations etc,negative,0.462,bert-based
Nokia 6600,phone,must need get flight times connect reservations etc,negative,0.398,bert-based
Nokia 6600,userinterfaces,found useful consider purchasing phone decent battery life good call quality userfriendly interface cameravideo functions bluetooth ability sync contacts stored pc phone manual entries,positive,0.938,bert-based
Nokia 6600,connectivity,found useful consider purchasing phone decent battery life good call quality userfriendly interface cameravideo functions bluetooth ability sync contacts stored pc phone manual entries,positive,0.958,bert-based
Nokia 6600,applications,found useful consider purchasing phone decent battery life good call quality userfriendly interface cameravideo functions bluetooth ability sync contacts stored pc phone manual entries,positive,0.935,bert-based
Nokia 6600,6600,found useful consider purchasing phone decent battery life good call quality userfriendly interface cameravideo functions bluetooth ability sync contacts stored pc phone manual entries,positive,0.866,bert-based
Nokia 6600,phone,found useful consider purchasing phone decent battery life good call quality userfriendly interface cameravideo functions bluetooth ability sync contacts stored pc phone manual entries,positive,0.919,bert-based
Nokia 6600,camera,found useful consider purchasing phone decent battery life good call quality userfriendly interface cameravideo functions bluetooth ability sync contacts stored pc phone manual entries,positive,0.881,bert-based
Nokia 6600,phone,second one hold almost 2 weeks message delayed,negative,0.504,bert-based
Nokia 6600,service,second one hold almost 2 weeks message delayed,negative,0.463,bert-based
Nokia 6600,tmobile,second one hold almost 2 weeks message delayed,negative,0.425,bert-based
Nokia 6600,phone,tmobiles minute plans cheaper reason,neutral,0.554,bert-based
Nokia 6600,reception,tmobiles minute plans cheaper reason,neutral,0.454,bert-based
Nokia 6600,visibility,tmobiles minute plans cheaper reason,neutral,0.399,bert-based
Nokia 6600,interface,tmobiles minute plans cheaper reason,neutral,0.454,bert-based
Nokia 6600,rebate,tmobiles minute plans cheaper reason,neutral,0.462,bert-based
Nokia 6600,rebate,tmobiles minute plans cheaper reason,neutral,0.462,bert-based
Nokia 6600,phone,tmobiles minute plans cheaper reason,neutral,0.554,bert-based
Nokia 6600,sony ericsson t610,tmobiles minute plans cheaper reason,neutral,0.443,bert-based
Nokia 6600,back cover,tmobiles minute plans cheaper reason,positive,0.54,bert-based
Nokia 6600,battery,tmobiles minute plans cheaper reason,positive,0.496,bert-based
Nokia 6600,battery,tmobiles minute plans cheaper reason,positive,0.496,bert-based
Nokia 6600,phone,owned many phones v60 6190 e715 6610 v66 v205 list go,neutral,0.431,bert-based
Nokia 6600,large,owned many phones v60 6190 e715 6610 v66 v205 list go,neutral,0.415,bert-based
Nokia 6600,screen,owned many phones v60 6190 e715 6610 v66 v205 list go,negative,0.347,bert-based
Nokia 6600,screens,owned many phones v60 6190 e715 6610 v66 v205 list go,neutral,0.403,bert-based
Nokia 6600,os,owned many phones v60 6190 e715 6610 v66 v205 list go,neutral,0.42,bert-based
Nokia 6600,pics,use phone quick dirty digital camera,negative,0.685,bert-based
Nokia 6600,connectivity,use phone quick dirty digital camera,neutral,0.443,bert-based
Nokia 6600,connectivity,use phone quick dirty digital camera,neutral,0.443,bert-based
Nokia 6600,phone,stand really good considering toys phone screen size,positive,0.761,bert-based
Nokia 6600,camera quality,stand really good considering toys phone screen size,positive,0.877,bert-based
