domain,sentence,feature,sentiment,strength,clean_sentence,clean_feature,aspect,pos_tags,noun_phrases
norton,I had to pay $29.95 just to go any further.,tech,negative,2,pay 2995 go,tech,tech,pay_VERB 2995_NUM go_VERB,[]
norton,They sent me a link to their website to follow instructions on ridding my registry of all Symantec products so I could get a clean re-install.,tech,negative,3,sent link website follow instructions ridding registry symantec products could get clean reinstall,tech,tech,sent_VERB link_NOUN website_NOUN follow_VERB instructions_NOUN ridding_VERB registry_NOUN symantec_ADJ products_NOUN could_AUX get_VERB clean_ADJ reinstall_PROPN,"['link website', 'follow instructions', 'registry symantec products', 'reinstall']"
norton,They said to call back if it still didn't work after the complete uninstall.,support,negative,3,said call back still didnt work complete uninstall,support,support,said_VERB call_VERB back_ADP still_ADV did_AUX nt_PART work_VERB complete_ADJ uninstall_ADJ,[]
norton,I gave up.,Tech,negative,3,gave,tech,tech,gave_VERB,[]
norton,NIS is a package of several Norton products.,unstalling,negative,1,nis package several norton products,unstalling,unstalling,nis_PROPN package_PROPN several_ADJ norton_PROPN products_NOUN,"['nis package', 'several norton products']"
norton,If you get NIS be sure you want ALL of them installed and running on your machine.,components,negative,1,get nis sure want installed running machine,components,components,get_VERB nis_PROPN sure_ADV want_AUX installed_VERB running_VERB machine_NOUN,"['nis', 'running machine']"
norton,If you get NIS be sure you want ALL of them installed and running on your machine.,Norton AntiSpam,negative,2,get nis sure want installed running machine,norton antispam,norton antispam,get_VERB nis_PROPN sure_ADV want_AUX installed_VERB running_VERB machine_NOUN,"['nis', 'running machine']"
norton,"Just to try to shut it up, I told it to go ahead and turn on COM automation.",product,positive,2,try shut told go ahead turn com automation,product,product,try_VERB shut_PROPN told_VERB go_VERB ahead_ADV turn_NOUN com_NOUN automation_NOUN,"['shut', 'turn com automation']"
norton,"Just to try to shut it up, I told it to go ahead and turn on COM automation.",popups,negative,2,try shut told go ahead turn com automation,popups,popups,try_VERB shut_PROPN told_VERB go_VERB ahead_ADV turn_NOUN com_NOUN automation_NOUN,"['shut', 'turn com automation']"
norton,And this despite the fact that I'm not even using AntiSpam.,Norton,negative,2,despite fact im even using antispam,norton,norton,despite_SCONJ fact_NOUN i_PRON m_AUX even_ADV using_VERB antispam_NOUN,"['fact', 'i', 'antispam']"
norton,And this despite the fact that I'm not even using AntiSpam.,charge,negative,2,despite fact im even using antispam,charge,charge,despite_SCONJ fact_NOUN i_PRON m_AUX even_ADV using_VERB antispam_NOUN,"['fact', 'i', 'antispam']"
norton,And this despite the fact that I'm not even using AntiSpam.,charge,negative,2,despite fact im even using antispam,charge,charge,despite_SCONJ fact_NOUN i_PRON m_AUX even_ADV using_VERB antispam_NOUN,"['fact', 'i', 'antispam']"
norton,And this despite the fact that I'm not even using AntiSpam.,Norton,negative,2,despite fact im even using antispam,norton,norton,despite_SCONJ fact_NOUN i_PRON m_AUX even_ADV using_VERB antispam_NOUN,"['fact', 'i', 'antispam']"
norton,I bought Norton Internet Security years ago when it first came out.,NIS,positive,1,bought norton internet security years ago first came,nis,nis,bought_VERB norton_PROPN internet_NOUN security_NOUN years_NOUN ago_ADV first_ADV came_VERB,[]
norton,I bought Norton Internet Security years ago when it first came out.,installing,negative,2,bought norton internet security years ago first came,installing,installing,bought_VERB norton_PROPN internet_NOUN security_NOUN years_NOUN ago_ADV first_ADV came_VERB,[]
norton,I bought Norton Internet Security years ago when it first came out.,install,negative,3,bought norton internet security years ago first came,install,install,bought_VERB norton_PROPN internet_NOUN security_NOUN years_NOUN ago_ADV first_ADV came_VERB,[]
norton,It checks every 5 minutes for virus and spam definition updates.,Spam killer,positive,2,checks every 5 minutes virus spam definition updates,spam killer,spam killer,checks_NOUN every_DET 5_NUM minutes_NOUN virus_NOUN spam_NOUN definition_NOUN updates_VERB,"['checks', 'every 5 minutes virus spam definition']"
norton,It checks every 5 minutes for virus and spam definition updates.,wizard,positive,2,checks every 5 minutes virus spam definition updates,wizard,wizard,checks_NOUN every_DET 5_NUM minutes_NOUN virus_NOUN spam_NOUN definition_NOUN updates_VERB,"['checks', 'every 5 minutes virus spam definition']"
norton,It checks every 5 minutes for virus and spam definition updates.,download,negative,3,checks every 5 minutes virus spam definition updates,download,download,checks_NOUN every_DET 5_NUM minutes_NOUN virus_NOUN spam_NOUN definition_NOUN updates_VERB,"['checks', 'every 5 minutes virus spam definition']"
norton,I lost all my personal info.,help,negative,3,lost personal info,help,help,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,I lost all my personal info.,service,negative,3,lost personal info,service,service,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,I lost all my personal info.,support,negative,3,lost personal info,support,support,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,I lost all my personal info.,cost,negative,3,lost personal info,cost,price,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,I lost all my personal info.,support,negative,2,lost personal info,support,support,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,I lost all my personal info.,refund,negative,3,lost personal info,refund,refund,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,I lost all my personal info.,product,negative,2,lost personal info,product,product,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,I lost all my personal info.,support,negative,3,lost personal info,support,support,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,I lost all my personal info.,support,negative,3,lost personal info,support,support,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,I lost all my personal info.,Norton,negative,2,lost personal info,norton,norton,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,I lost all my personal info.,Norton,negative,3,lost personal info,norton,norton,lost_VERB personal_ADJ info_NOUN,['personal info']
norton,"While I understand the complaints about Symantec's Norton SystemWorks software suite (which are totally justified), the same can't be said for Norton Internet Security.",firewall,positive,3,understand complaints symantecs norton systemworks software suite totally justified cant said norton internet security,firewall,firewall,understand_VERB complaints_NOUN symantecs_VERB norton_PROPN systemworks_VERB software_NOUN suite_PROPN totally_ADV justified_VERB ca_AUX nt_PART said_VERB norton_PROPN internet_NOUN security_NOUN,"['complaints', 'norton', 'norton internet security']"
norton,"While I understand the complaints about Symantec's Norton SystemWorks software suite (which are totally justified), the same can't be said for Norton Internet Security.",antivirus,positive,3,understand complaints symantecs norton systemworks software suite totally justified cant said norton internet security,antivirus,antivirus,understand_VERB complaints_NOUN symantecs_VERB norton_PROPN systemworks_VERB software_NOUN suite_PROPN totally_ADV justified_VERB ca_AUX nt_PART said_VERB norton_PROPN internet_NOUN security_NOUN,"['complaints', 'norton', 'norton internet security']"
norton,"While I understand the complaints about Symantec's Norton SystemWorks software suite (which are totally justified), the same can't be said for Norton Internet Security.",antispam,positive,2,understand complaints symantecs norton systemworks software suite totally justified cant said norton internet security,antispam,antispam,understand_VERB complaints_NOUN symantecs_VERB norton_PROPN systemworks_VERB software_NOUN suite_PROPN totally_ADV justified_VERB ca_AUX nt_PART said_VERB norton_PROPN internet_NOUN security_NOUN,"['complaints', 'norton', 'norton internet security']"
norton,"While I understand the complaints about Symantec's Norton SystemWorks software suite (which are totally justified), the same can't be said for Norton Internet Security.",Parental Control,positive,2,understand complaints symantecs norton systemworks software suite totally justified cant said norton internet security,parental control,parental control,understand_VERB complaints_NOUN symantecs_VERB norton_PROPN systemworks_VERB software_NOUN suite_PROPN totally_ADV justified_VERB ca_AUX nt_PART said_VERB norton_PROPN internet_NOUN security_NOUN,"['complaints', 'norton', 'norton internet security']"
norton,"Once you set it up, you barely even notice it's even there.",version 2004,negative,2,set barely even notice even,version 2004,version 2004,set_VERB barely_ADV even_ADV notice_VERB even_ADV,[]
norton,"Once you set it up, you barely even notice it's even there.",installing,negative,2,set barely even notice even,installing,installing,set_VERB barely_ADV even_ADV notice_VERB even_ADV,[]
norton,It seems like Symantec did a lousy job on this version.,product,positive,1,seems like symantec lousy job version,product,product,seems_VERB like_ADP symantec_ADJ lousy_ADJ job_NOUN version_NOUN,['symantec lousy job version']
norton,It seems like Symantec did a lousy job on this version.,install,negative,1,seems like symantec lousy job version,install,install,seems_VERB like_ADP symantec_ADJ lousy_ADJ job_NOUN version_NOUN,['symantec lousy job version']
norton,It seems like Symantec did a lousy job on this version.,uninstall,negative,2,seems like symantec lousy job version,uninstall,uninstall,seems_VERB like_ADP symantec_ADJ lousy_ADJ job_NOUN version_NOUN,['symantec lousy job version']
norton,"If you got stuck do what I did,search for any folder called symantec and delete it! then install that program(assuming you know what you are doing).",installation,negative,2,got stuck didsearch folder called symantec delete install programassuming know,installation,installation,got_VERB stuck_VERB didsearch_NOUN folder_NOUN called_VERB symantec_ADJ delete_ADJ install_NOUN programassuming_NOUN know_NOUN,"['stuck didsearch folder', 'symantec delete install programassuming']"
norton,"If you got stuck do what I did,search for any folder called symantec and delete it! then install that program(assuming you know what you are doing).",support,negative,3,got stuck didsearch folder called symantec delete install programassuming know,support,support,got_VERB stuck_VERB didsearch_NOUN folder_NOUN called_VERB symantec_ADJ delete_ADJ install_NOUN programassuming_NOUN know_NOUN,"['stuck didsearch folder', 'symantec delete install programassuming']"
norton,"If you got stuck do what I did,search for any folder called symantec and delete it! then install that program(assuming you know what you are doing).",zone alarm,positive,2,got stuck didsearch folder called symantec delete install programassuming know,zone alarm,zone alarm,got_VERB stuck_VERB didsearch_NOUN folder_NOUN called_VERB symantec_ADJ delete_ADJ install_NOUN programassuming_NOUN know_NOUN,"['stuck didsearch folder', 'symantec delete install programassuming']"
norton,"If you got stuck do what I did,search for any folder called symantec and delete it! then install that program(assuming you know what you are doing).",sygate,positive,2,got stuck didsearch folder called symantec delete install programassuming know,sygate,sygate,got_VERB stuck_VERB didsearch_NOUN folder_NOUN called_VERB symantec_ADJ delete_ADJ install_NOUN programassuming_NOUN know_NOUN,"['stuck didsearch folder', 'symantec delete install programassuming']"
norton,"Next year when I purchase a 2005 FireWall version, I am buying the Zone Alarm or the sygate one.",symantec,negative,3,next year purchase 2005 firewall version buying zone alarm sygate one,symantec,symantec,next_ADJ year_NOUN purchase_NOUN 2005_NUM firewall_NOUN version_NOUN buying_NOUN zone_NOUN alarm_NOUN sygate_VERB one_NUM,['purchase 2005 firewall version buying zone alarm']
norton,My computer configuration is probably all screwed up at this point.,help,positive,1,computer configuration probably screwed point,help,help,computer_NOUN configuration_NOUN probably_ADV screwed_VERB point_NOUN,"['computer configuration', 'point']"
norton,My computer configuration is probably all screwed up at this point.,Firewall,negative,1,computer configuration probably screwed point,firewall,firewall,computer_NOUN configuration_NOUN probably_ADV screwed_VERB point_NOUN,"['computer configuration', 'point']"
